merchant_id,name_en,name_ar,category,in_directory,descriptor_patterns,amount_mean,amount_std,recurrence,aggregator,cities
M0483,Dmm Outlet,آوتلت الدمام,shopping,True,"[""DMM OUTLET"", ""DMMO*"", ""DMMOUTLET"", ""DMM_OUTLET"", ""DO"", ""SP*DMMOUTLE""]",531.93,319.16,none,,"[""TABUK"", ""TIF""]"
M0484,Mak Utility Co,مرافق مكة,bills,True,"[""MAK UTILITY CO"", ""MAKU*"", ""MAKUTILITYCO"", ""MAK_UTILITY_CO"", ""MUC"", ""SP*MAKUTILI""]",99.44,34.8,monthly,,"[""MAD""]"
M0485,Ryd Travel Agency,وكالة سفريات الرياض,travel,True,"[""RTA"", ""RYD TRAVEL AGENCY"", ""RYDT*"", ""RYDTRAVELAGENCY"", ""RYD_TRAVEL_AGENCY"", ""SP*RYDTRAVE""]",2567.2,1283.6,none,,"[""ABHA"", ""DMM"", ""JED""]"
M0486,Hail Cafe,مقهى حائل,food,True,"[""HAIL CAFE"", ""HAILCAFE"", ""HAILCAFE1"", ""HAILCAFE2"", ""HAIL_CAFE"", ""SP*HAILCAFE""]",46.76,18.7,none,,"[""DMM"", ""JED"", ""MAK"", ""RYD""]"
M0487,Al Jazira Supermarket,سوبرماركت الجزيرة,groceries,True,"[""AJS"", ""AL JAZIRA SUPERMARKET"", ""ALJA*"", ""ALJAZIRASUPERMARKET"", ""AL_JAZIRA_SUPERMARKET"", ""SP*ALJAZIRA""]",271.28,135.64,none,,"[""JED"", ""MAD"", ""MAK""]"
M0488,Hail Supermarket,سوبر ماركت حائل,groceries,True,"[""HAIL SUPERMARKET"", ""HAILSUPERMARKET"", ""HAILSUPERMARKET1"", ""HAILSUPERMARKET2"", ""HAIL_SUPERMARKET"", ""SP*HAILSUPE""]",300.43,150.22,none,,"[""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0489,Othaim,العثيم,groceries,True,"[""AL OTHAIM"", ""OTHA*"", ""OTHAIM"", ""OTHAIM"", ""OTHAIM1"", ""SP*OTHAIM""]",170.24,85.12,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0490,Khobar Diner,مطعم شعبي الخبر,food,True,"[""KD"", ""KHOBAR DINER"", ""KHOBARDINER"", ""KHOBARDINER1"", ""KHOBAR_DINER"", ""SP*KHOBARDI""]",44.06,17.62,none,,"[""NJRAN""]"
M0491,Tabuk Diner,مطعم شعبي تبوك,food,True,"[""SP*TABUKDIN"", ""TABU*"", ""TABUK DINER"", ""TABUKDINER"", ""TABUK_DINER"", ""TD""]",80.56,32.22,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0492,Qassim Game Zone,صالة ألعاب القصيم,entertainment,True,"[""QASSIM GAME ZONE"", ""QASSIMGAMEZONE"", ""QASSIMGAMEZONE1"", ""QASSIM_GAME_ZONE"", ""QGZ"", ""SP*QASSIMGA""]",33.05,9.91,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0493,Ryd Academy,أكاديمية الرياض,education,True,"[""RA"", ""RYD ACADEMY"", ""RYDA*"", ""RYDACADEMY"", ""RYD_ACADEMY"", ""SP*RYDACADE""]",770.96,385.48,none,,"[""DMM"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0494,Mak Mall,مول مكة,shopping,True,"[""MAK MALL"", ""MAKM*"", ""MAKMALL"", ""MAKMALL1"", ""MAK_MALL"", ""SP*MAKMALL""]",585.24,351.14,none,,"[""MAD""]"
M0495,Dmm Mall,مول الدمام,shopping,True,"[""DM"", ""DMM MALL"", ""DMMM*"", ""DMMMALL"", ""DMM_MALL"", ""SP*DMMMALL""]",594.18,356.51,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0496,Mak Foundation,مؤسسة مكة,charity,True,"[""MAK FOUNDATION"", ""MAKFOUNDATION"", ""MAKFOUNDATION1"", ""MAK_FOUNDATION"", ""MF"", ""SP*MAKFOUND""]",156.6,93.96,none,,"[""ABHA"", ""YANBU""]"
M0497,Abha Bistro,بيسترو أبها,food,True,"[""ABHA BISTRO"", ""ABHABISTRO"", ""ABHABISTRO1"", ""ABHABISTRO2"", ""ABHA_BISTRO"", ""SP*ABHABIST""]",73.36,29.34,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0498,Khobar Bistro,بيسترو الخبر,food,True,"[""KHOBAR BISTRO"", ""KHOBARBISTRO"", ""KHOBARBISTRO1"", ""KHOBARBISTRO2"", ""KHOBAR_BISTRO"", ""SP*KHOBARBI""]",17.69,7.08,none,TOYOU,"[""JED"", ""TIF"", ""YANBU""]"
M0499,Mak Grill,مشوي مكة,food,True,"[""MAK GRILL"", ""MAKG*"", ""MAKGRILL"", ""MAKGRILL1"", ""MAK_GRILL"", ""SP*MAKGRILL""]",72.02,28.81,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0500,Njran Clinic,عيادة نجران,health,True,"[""NJRAN CLINIC"", ""NJRANCLINIC"", ""NJRANCLINIC1"", ""NJRANCLINIC2"", ""NJRAN_CLINIC"", ""SP*NJRANCLI""]",92.04,46.02,none,,"[""NJRAN""]"
